Nome: CARMO
Codigo Estacao: A629
Latitude: -21.9386111
Longitude: -42.60083333
Altitude: 293
Situacao: Operante
Data Inicial: 2018-10-10
Data Final: 2025-07-31
Periodicidade da Medicao: Mensal

Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C);
2018-10-31;22,6;
2018-11-30;23,5;
2018-12-31;24,9;
2019-01-31;27;
2019-02-28;25,8;
2019-03-31;25,1;
2019-04-30;24,1;
2019-05-31;22;
2019-06-30;19,9;
2019-07-31;17,8;
2019-08-31;19,2;
2019-09-30;22,7;
2019-10-31;24,1;
2019-11-30;24;
2019-12-31;24,5;
2020-01-31;25,1;
2020-02-29;24,9;
2020-03-31;23,7;
2020-04-30;22;
2020-05-31;18,9;
2020-06-30;19,4;
2020-07-31;19,4;
2020-08-31;19,5;
2020-09-30;23,3;
2020-10-31;24,1;
2020-11-30;23,6;
2020-12-31;25,3;
2021-01-31;25,6;
2021-02-28;24,8;
2021-03-31;24,8;
2021-04-30;21,2;
2021-05-31;20,2;
2021-06-30;18,4;
2021-07-31;16,6;
2021-08-31;19,5;
2021-09-30;23,4;
2021-10-31;22,4;
2021-11-30;22,8;
2021-12-31;23,5;
2022-01-31;25,2;
2022-02-28;24,8;
2022-03-31;25,2;
2022-04-30;23;
2022-05-31;19,6;
2022-06-30;18,2;
2022-07-31;19;
2022-08-31;19,3;
2022-09-30;20,8;
2022-10-31;23,6;
2022-11-30;22,6;
2022-12-31;23,8;
2023-01-31;24,6;
2023-02-28;25,8;
2023-03-31;25,2;
2023-04-30;22,9;
2023-05-31;20,1;
2023-06-30;18,4;
2023-07-31;18,6;
2023-08-31;20,7;
2023-09-30;23;
2023-10-31;24,5;
2023-11-30;26,1;
2023-12-31;26;
2024-01-31;25,7;
2024-02-29;25,7;
2024-03-31;26;
2024-04-30;23,9;
2024-05-31;23,5;
2024-06-30;null;
2024-07-31;19,4;
2024-08-31;19,6;
2024-09-30;23,3;
2024-10-31;24;
2024-11-30;24,1;
2024-12-31;null;
2025-01-31;null;
2025-02-28;null;
2025-03-31;null;
2025-04-30;null;
2025-05-31;null;
2025-06-30;null;
2025-07-31;null;

